id,***,***,valid,***,***,***,lang,name,text,type,skin,gender,tree,deity,chara,loot,isStatic,done,loc,original
3603,,,1,,,,JP,カタスケ,,7,5,0,,,,,0,0,,
4147,,,1,,,,JP,暗号の世界「ルナタ」,,4,0,1,,,cat,,0,0,,猫(ソマリ)
4185,,,1,,,,JP,災いを呼びし猫「クルツ」,,6,0,1,,Luck,,,0,0,,
4553,,,1,,,,JP,羽ばたく少女「ルデア」,「皆が笑顔になりますように♪」,2,0,0,,,,,1,1,noyel,
4779,,,1,,,,JP,世界で一つだけのランタン「TKTK」,「今後の人生の中で今日が一番若い日」,2,0,0,,,,,0,0,,
5500,,,1,,,,JP,笑えよ泣く(拷問中),,1,4,0,,,,torture_horse,0,0,,
5573,,,1,,,,JP,灰光る残り火「ササハ」,「あと少しだけ燃えていたい...」,2,0,0,,,,,0,0,,
1270,,,1,,,,JP,コークロアの召し使い「マルティム」,「黒く泡立つあの飲み物、お嬢様のためにはやく見つけなくては……」,1,3,0,,,,505,0,0,,"缶ジュース,飲料"
2980,,,1,,,,JP,お天気屋「アヤ」,,4,0,1,,,cat,,0,0,,猫
3205,,,1,,,,JP,危険な肉体「ツインテール顎鬚」,,6,0,0,,Wind,,,0,0,,
3359,,,1,,,,JP,血の魔女「ブラッドベリー」,「ブラッドベリーはプチを喉に詰まらせて死んだ」,1,0,0,,,,spellbook,0,0,,魔法書
4162,,,1,,,,JP,いつも寝ている猫「ハナ」,,4,0,1,,,cat,,0,0,,猫
4735,,,1,,,,JP,罪を崩せない「hal8KURAGE」,,4,0,1,,,cat,,0,0,,猫
5164,,,1,,,,JP,薄幸の「むよこぬよこ」,,6,0,1,,Wind,,,0,0,,
508,,,1,,,,,Snokoi,,7,3,0,,,,,1,1,casino,
692,,,1,,,,JP,イスの偉大なる種族の狂信者「イチトゼロ」,「こちらを睨みつける琥珀色の瞳、しなやかで器用な触手達、臓物と見紛うような肉の胴体… ああ、私は魅入られてしまったようだ！」,1,2,0,,,,tool_art,1,1,manor,イーゼル
812,,,1,,,,JP,ジュアの狂信者「Onasu」,,6,0,0,,Healing,,,0,0,,
1022,,,1,,,,JP,兄を忘れた「リタ」,,5,2,0,,,,,0,0,,
1163,,,1,,,,JP,残忍なるお告げ「サティ」,「こんな死に方なんて！」,1,4,0,,,,dagger,0,0,,短剣
1887,,,0,,,,JP,,,0,0,0,,,,,1,0,,
1892,,,1,,,,JP,「ハトムギ」,,3,0,0,random,,,,1,1,specwing,
2181,,,1,,,,JP,甘ったれな小心者「てこすけ」,,4,0,1,,,cat,,0,0,,猫
4521,,,1,,,,,"""Fluffy"" White Toy Maltese",,4,0,1,,,dog,,0,0,,dog
4973,,,0,,,,,,,0,0,0,,,,,0,0,,
490,,,1,,,,JP,青いナスの妖精「青井ナスコ」,「諦めなければ…また願いは叶うはずだナス！」,1,2,0,,,,rod_wish,0,0,,願いの杖（使用済み）
3912,,,1,,,,,"""Flippy"" The Shocked Frog",,4,0,2,,,putty,,1,1,yowyn,Frog (Putit)
4590,,,1,,,,JP,子うさぎ「ロロ」,,6,0,0,,Luck,,,0,0,,
879,,,1,,,,JP,狸顔の「メイ」,,4,0,1,,,dog,,0,0,,犬
2531,,,1,,,,JP,魂呑み異形に恋する卵「みるっぱい」,「痺れるような『運命の出会い』を……」,1,3,0,,,,meat_marble,0,0,,ハーブ（無ければ『冷蔵庫』or『卵』or『乳』or『プチの肉』）
3351,,,1,,,,JP,酒場の守り人「コウ」,「飲みすぎ注意！意識があるうちにお家に帰るんだな！」,2,0,0,,,,,1,1,yowyn,
4722,,,1,,,,,"""Wyrm"" Little Brother",,3,0,0,cedar,,,,0,0,,
5495,,,1,,,,JP,遺墨の君「ボク」,,4,2,2,,,cat,,1,1,kapul,黒猫
5912,,,1,,,,JP,らんらん,,4,0,0,,,pig,,0,0,,豚
3758,,,0,,,,JP,,,0,0,0,,,,,0,0,,
3815,,,1,,,,,"""Simin Lei"" Blade of the Darkmoon","""Now only embers remain… Prepare yourself once more and Embrace The Darkness!""(Chinese: 2,“雷斯敏”暗月之剑, ""如今仅剩余火尚存……做好准备、再次拥抱黑暗!"")",2,0,0,,,,,0,0,,
5367,,,1,,,,JP,「うつけと呼ばれた男」,「是非に及ばず」,1,5,0,,,,armor_ring,0,0,,漆黒の鎧
2378,,,1,,,,JP,無双なる伴侶「アルネコ」,,3,0,0,cherry,,,,1,1,olvina,
4523,,,0,,,,JP,,,0,0,0,,,,,1,0,,
4609,,,1,,,,JP,腕を増やしたかった外科医,「増えた足を切り売りして資金を‥」,1,2,0,,,,192,1,1,derphy,工具、スカルペル
1460,,,1,,,,JP,テツオニ,,3,0,0,cherry,,,,0,0,,
3622,,,1,,,,JP,絶対中庸「イイダ」,「鎧を着ていなければ即死だった。。。」,1,0,0,,,,armor_light,0,0,,鎧系統の防具
4778,,,1,,,,JP,けやきの森「トモ」,,3,0,0,cherry,,,,0,0,,
5274,,,1,,,,,"""Iris""",,5,0,0,,,,,0,0,,
5283,,,1,,,,JP,炎の崇拝者「メフル」,,6,0,1,,Element,,,1,1,kapul,
5513,,,1,,,,JP,ミッドナズル,,6,0,2,,Harvest,,,0,0,,
913,,,1,,,,JP,メイドインデス「ひえだ」,,4,0,0,,,putty_snow,,0,0,,雪プチ
1475,,,1,,,,JP,妻を恐れる者「Yuki」,「最高の瞬間のためにこの一本を隠しておかなくては…！」,1,2,0,,,,crimAle,0,0,,クリムエール
2296,,,1,,,,JP,一文不通の「カズヒサ」,「勉強しておけばよかった」,1,3,0,,,,scroll,0,0,,巻物
2688,,,0,,,,JP,,,0,0,0,,,,,0,0,,
3517,,,1,,,,JP,お兄ちゃんは永遠に「エルリーナ」,,5,1,0,,,,,1,1,cursed manor,
4410,,,1,,,,,"""Clear"" The In-loved Warmage","""Lily...Pael...I'm sorry... """,1,3,0,,,,potion,1,1,noyel,Potion of Cure Corruption
4599,,,0,,,,JP,,,0,0,0,,,,,0,0,,
4826,,,1,,,,JP,復讐を誓った者「ドフィ」,「何をされても生き延びて… おまえらを一人残らず 殺しに行く」,1,0,0,,,,212,0,0,,"タオル,絆創膏"
559,,,1,,,,JP,白い靴下の猫「りむ」,,4,0,1,,,cat,,0,0,,仔猫
894,,,1,,,,JP,妖精追跡者「遊馬使」,「採掘はすべてを解決する！」,1,0,0,,,,pickaxe,0,0,,つるはし
2707,,,1,,,,JP,黄金の心臓「コータ」,,4,0,2,,,cat,,0,0,,猫
5514,,,1,,,,JP,鬼を狩る漆黒「シシト」,「これを、残しておこう…後に続く者の為に」,1,2,0,,,,scythe,1,1,graveyard,大鎌
1085,,,1,,,,JP,孤独の押し売り「mujintou」,,3,0,0,random,,,,0,0,,
1485,,,1,,,,JP,石割り「シンクマン」,,1,0,0,,,,,0,0,,
3114,,,1,,,,JP,帰還せし妹「ナーシャ」,,5,4,0,,,,,0,0,,
587,,,1,,,,JP,あっつぁん,「冒険者へひと時の安らぎの灯を…」,2,0,0,,,,,0,0,,
897,,,0,,,,CN,,,0,0,0,,,,,0,0,,
2710,,,1,,,,JP,間っ子の「ドリダクシャトラ」,,6,0,2,,Earth,,,0,0,,
2969,,,1,,,,JP,もつむり,,7,3,0,,,,,0,0,,
3133,,,1,,,,JP,少女らしい跳躍「リア」,「あなたを立派に育てる上げる事が私の全て、あなたの力になれた事が私の誇りでした」,1,5,0,,,,string,1,1,derphy,紐
4819,,,0,,,,,"""Breakfast"" The Stray Bitch",,4,0,1,,,dog,,1,0,,Puppy (please leave this uncredited or anonymously credited)
5862,,,1,,,,,"""Reinks"" Seeker of Paradise","""My body broken, eyes heavy, my time has come…I return to the soul stream, so she may guide me back to the promised land.""",1,0,0,,,,spellbook,0,0,,Ice Magic Spellbook
65,,,1,,,,JP,雲海を渡る旅鳥「雲猫」,,4,0,1,,,chicken,,0,0,,鳥(鶏)
447,,,1,,,,JP,彼氏が別れた「ギャル」,「っょぃ。勝てなぃ」,1,3,0,,,,sword_katana,1,1,sewer,火炎属性の刀
581,,,1,,,,JP,罪人「ゲス」,,6,0,2,,Harvest,,,0,0,,
3031,,,1,,,,JP,エウダーナの射手「イルラナ」,「ティリスではこの光景が普通なのか？」,2,0,0,,,,,0,0,,
4143,,,1,,,,JP,惰眠を貪る「ミース」,「睡眠を大切にね！」,1,2,0,,,,460,0,0,,"簡易ベッド,抱き枕（ダメそうなら寝具類でお願いします）"
4750,,,1,,,,JP,沈黙の小姫「リリィ」,,4,0,1,,,putty_snow,,1,1,noyel,雪プチ（ドラゴン）
5628,,,1,,,,JP,縺繧もやし,,3,0,0,random,,,,0,0,,
594,,,1,,,,JP,銀の微熱,「まるで熱に浮かされたように、ただ星を目指して進み続けてきた」,2,0,0,,,,,1,1,olvina,
4894,,,1,,,,JP,絞首公「りいねあ」,「次のそなたはいますこし上手く死ぬだろう」,2,0,0,,,,,1,1,kapul,
351,,,1,,,,JP,プラマイ,,7,3,0,,,,,1,1,casino,
